NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
FAUCHEUX,Sylvie,Mme,SOC,Socialiste,12667,"  22,08","  13,83",Bal.,07801,22.08,13.83
OHANNESSIAN,Valérie,Mme,UDFD,UDF-Mouvement Démocrate,6950,"  12,11","   7,59",non,07801,12.11,7.59
LAVOLLAY,Jean,M.,COM,Communiste,930,"   1,62","   1,01",non,07801,1.62,1.01
PECRESSE,Valérie,Mme,UMP,Union pour un Mouvement Populaire,26924,"  54,80","  34,95",oui,07802,54.8,34.95
KAMENI,Edmond,M.,UDFD,UDF-Mouvement Démocrate,5147,"  10,48","   6,68",non,07802,10.48,6.68
GOLLIARD,Michel,M.,FN,Front national,1565,"   3,19","   2,03",non,07802,3.19,2.03
PENOUILH,Esther,Mme,COM,Communiste,1116,"   2,27","   1,44",non,07802,2.27,1.44
MALEYRE,Anne-Laure,Mme,MPF,Mouvement pour la France,902,"   1,84","   1,17",non,07802,1.84,1.17
PLANQUE,Patrick,M.,VEC,Les Verts,2388,"   4,86","   3,10",non,07802,4.86,3.1
MICHOUX,Claudine,Mme,EXG,Extrême gauche,367,"   0,75","   0,47",non,07802,0.75,0.47
BARON,Fabien,M.,DIV,Divers,428,"   0,87","   0,55",non,07802,0.87,0.55
FAFIN,Véronique,Mme,SOC,Socialiste,9058,"  18,44","  11,76",non,07802,18.44,11.76
MARSCHAL,Florence,Mme,DVG,Divers gauche,214,"   0,44","   0,27",non,07802,0.44,0.27
BAILEY,Sylvia,Mme,DVD,Divers droite,198,"   0,40","   0,25",non,07802,0.4,0.25
DEVILLAIRE,Roger,M.,EXD,Extrême droite,167,"   0,34","   0,21",non,07802,0.34,0.21
CASIMIR-PERRIER,Pascal,M.,DVD,Divers droite,656,"   1,34","   0,85",non,07802,1.34,0.85
GALARDINI,Stéphane,M.,ECO,Ecologiste,421,"   0,95","   0,60",non,07803,0.95,0.6
DE BROSSES,Marie-Clotilde,Mme,FN,Front national,1048,"   2,36","   1,50",non,07803,2.36,1.5
PROSE,Eric,M.,DVD,Divers droite,151,"   0,34","   0,21",non,07803,0.34,0.21
STEER,Danièle,Mme,COM,Communiste,531,"   1,20","   0,76",non,07803,1.2,0.76
LARRAT,Philippe,M.,EXG,Extrême gauche,261,"   0,59","   0,37",non,07803,0.59,0.37
CHAFFANEL,Pascale,Mme,DIV,Divers,275,"   0,62","   0,39",non,07803,0.62,0.39
QUINTEN,Juliette,Mme,SOC,Socialiste,6490,"  14,63","   9,30",non,07803,14.63,9.3
BLANC,Christian,M.,MAJ,Majorité présidentielle,22535,"  50,80","  32,30",oui,07803,50.8,32.3
BRILLAULT,Philippe,M.,UMP,Union pour un Mouvement Populaire,5725,"  12,91","   8,20",non,07803,12.91,8.2
COUPAS,Annie,Mme,VEC,Les Verts,980,"   2,21","   1,40",non,07803,2.21,1.4
FLAMANT,Denis,M.,UDFD,UDF-Mouvement Démocrate,5106,"  11,51","   7,31",non,07803,11.51,7.31
OROZCO,Edith,Mme,MPF,Mouvement pour la France,672,"   1,52","   0,96",non,07803,1.52,0.96
DUPONT,Florence,Mme,EXD,Extrême droite,161,"   0,36","   0,23",non,07803,0.36,0.23
LEQUILLER,Pierre,M.,UMP,Union pour un Mouvement Populaire,25473,"  54,34","  33,68",oui,07804,54.34,33.68
THOMAZO,Landry,M.,DVD,Divers droite,182,"   0,39","   0,24",non,07804,0.39,0.24
DE LESTANG,Gabrielle,Mme,FN,Front national,1460,"   3,11","   1,93",non,07804,3.11,1.93
MAURICE,Jean-Pierre,M.,EXG,Extrême gauche,399,"   0,85","   0,52",non,07804,0.85,0.52
OLPHE-GALLIARD,Hélène,Mme,MPF,Mouvement pour la France,573,"   1,22","   0,75",non,07804,1.22,0.75
GENESTIER,Jean-Pierre,M.,DIV,Divers,488,"   1,04","   0,64",non,07804,1.04,0.64
SAUNIER,Elisabeth,Mme,UDFD,UDF-Mouvement Démocrate,6463,"  13,79","   8,54",non,07804,13.79,8.54
BIHET,Florence,Mme,COM,Communiste,1082,"   2,31","   1,43",non,07804,2.31,1.43
NAULOT,Jacques,M.,DVD,Divers droite,124,"   0,26","   0,16",non,07804,0.26,0.16
LOPES,Carlos,M.,VEC,Les Verts,2009,"   4,29","   2,65",non,07804,4.29,2.65
PENEZ,Jacqueline,Mme,SOC,Socialiste,8436,"  18,00","  11,15",non,07804,18.0,11.15
ONORATO,Alice,Mme,EXD,Extrême droite,185,"   0,39","   0,24",non,07804,0.39,0.24
WEBER,Danielle,Mme,FN,Front national,1359,"   3,21","   1,92",non,07805,3.21,1.92
DELANNEE,Jean-Yves,M.,EXG,Extrême gauche,1503,"   3,55","   2,13",non,07805,3.55,2.13
MYARD,Jacques,M.,UMP,Union pour un Mouvement Populaire,21646,"  51,09","  30,69",oui,07805,51.09,30.69
WIRTZ,Jean-Claude,M.,DIV,Divers,421,"   0,99","   0,59",non,07805,0.99,0.59
LEPICIER,Alain,M.,EXG,Extrême gauche,281,"   0,66","   0,39",non,07805,0.66,0.39
BAY,Nicolas,M.,EXD,Extrême droite,568,"   1,34","   0,80",non,07805,1.34,0.8
VITRAC-POUZOULET,Michèle,Mme,SOC,Socialiste,7850,"  18,53","  11,13",non,07805,18.53,11.13
LUANGPRASEUTH,Dominique,Mme,VEC,Les Verts,1569,"   3,70","   2,22",non,07805,3.7,2.22
AYACHE,Sam,M.,EXG,Extrême gauche,157,"   0,37","   0,22",non,07805,0.37,0.22
ABAD,Damien,M.,MAJ,Majorité présidentielle,1343,"   3,17","   1,90",non,07805,3.17,1.9
BOISNEL,Caroline,Mme,UDFD,UDF-Mouvement Démocrate,5671,"  13,39","   8,04",non,07805,13.39,8.04
MORANGE,Pierre,M.,UMP,Union pour un Mouvement Populaire,19627,"  54,02","  32,35",oui,07806,54.02,32.35
GARDENAL,Serge,M.,DIV,Divers,343,"   0,94","   0,56",non,07806,0.94,0.56
ABISSEROR,Patrick,M.,SOC,Socialiste,4992,"  13,74","   8,23",non,07806,13.74,8.23
INGLEBERT,Christine,Mme,FN,Front national,1221,"   3,36","   2,01",non,07806,3.36,2.01
EVARD,Brigitte,Mme,EXG,Extrême gauche,275,"   0,76","   0,45",non,07806,0.76,0.45
OUTREMAN,Alain,M.,COM,Communiste,2853,"   7,85","   4,70",non,07806,7.85,4.7
DE SAINT MARTIN,Eric,M.,MPF,Mouvement pour la France,763,"   2,10","   1,25",non,07806,2.1,1.25
LARCHER,Stéphane,M.,UDFD,UDF-Mouvement Démocrate,4602,"  12,67","   7,58",non,07806,12.67,7.58
GROLL,Marie-Christine,Mme,DVG,Divers gauche,194,"   0,53","   0,31",non,07806,0.53,0.31
KNAUSS,Karina,Mme,VEC,Les Verts,1095,"   3,01","   1,80",non,07806,3.01,1.8
CASTRIC,Jean-Pierre,M.,ECO,Ecologiste,366,"   1,01","   0,60",non,07806,1.01,0.6
BAECKEROOT,Myriam,Mme,FN,Front national,2077,"   4,59","   2,74",non,07807,4.59,2.74
BELIER,Guy,M.,EXG,Extrême gauche,336,"   0,74","   0,44",non,07807,0.74,0.44
DERVAUX,Anne,Mme,DIV,Divers,465,"   1,03","   0,61",non,07807,1.03,0.61
MARQUE,Michel,M.,UDFD,UDF-Mouvement Démocrate,3676,"   8,13","   4,86",non,07807,8.13,4.86
JEAN,Marie-Josée,Mme,ECO,Ecologiste,614,"   1,36","   0,81",non,07807,1.36,0.81
LE ROUX,Pierrick,M.,EXG,Extrême gauche,1142,"   2,53","   1,51",non,07807,2.53,1.51
ORCEL,Michèle,Mme,VEC,Les Verts,1612,"   3,56","   2,13",non,07807,3.56,2.13
HUET,Claudine,Mme,COM,Communiste,1072,"   2,37","   1,41",non,07807,2.37,1.41
RODES,Estelle,Mme,DVG,Divers gauche,11069,"  24,48","  14,65",Bal.,07807,24.48,14.65
FEVRE,Sandra,Mme,MPF,Mouvement pour la France,747,"   1,65","   0,98",non,07807,1.65,0.98
CARDO,Pierre,M.,UMP,Union pour un Mouvement Populaire,22410,"  49,56","  29,66",Bal.,07807,49.56,29.66
BEDIER,Pierre,M.,UMP,Union pour un Mouvement Populaire,15417,"  41,11","  22,89",Bal.,07808,41.11,22.89
DESCAMPS CROSNIER,Françoise,Mme,SOC,Socialiste,8787,"  23,43","  13,05",Bal.,07808,23.43,13.05
VARANNE,Jean-Claude,M.,FN,Front national,2419,"   6,45","   3,59",non,07808,6.45,3.59
SAINT-AMAUX,Jacques,M.,COM,Communiste,4225,"  11,27","   6,27",non,07808,11.27,6.27
LECOMTE,Maud,Mme,DIV,Divers,267,"   0,71","   0,39",non,07808,0.71,0.39
BILLE,Geneviève,Mme,EXD,Extrême droite,342,"   0,91","   0,50",non,07808,0.91,0.5
HESSE,Laurence,Mme,EXG,Extrême gauche,321,"   0,86","   0,47",non,07808,0.86,0.47
MORICE,Philippe,M.,EXG,Extrême gauche,732,"   1,95","   1,08",non,07808,1.95,1.08
BEDNAR,Marcel,M.,ECO,Ecologiste,806,"   2,15","   1,19",non,07808,2.15,1.19
MARTIN,Maurice,M.,EXG,Extrême gauche,176,"   0,47","   0,26",non,07808,0.47,0.26
ROUMEGOUX,Nicole,Mme,DIV,Divers,51,"   0,14","   0,07",non,07808,0.14,0.07
DAMBREVILLE,Virginie,Mme,DVD,Divers droite,133,"   0,35","   0,19",non,07808,0.35,0.19
SENNI,Aziz,M.,UDFD,UDF-Mouvement Démocrate,2338,"   6,23","   3,47",non,07808,6.23,3.47
CADOUX,Philippe,M.,MPF,Mouvement pour la France,921,"   2,46","   1,36",non,07808,2.46,1.36
BENVENISTE ,Laurent,M.,DVD,Divers droite,570,"   1,52","   0,84",non,07808,1.52,0.84
LUGUET,Alain,M.,EXG,Extrême gauche,720,"   1,43","   0,83",non,07809,1.43,0.83
D'ANDRE,Jean-Louis,M.,FN,Front national,3084,"   6,11","   3,56",non,07809,6.11,3.56
SIK,Mohammed,M.,VEC,Les Verts,1875,"   3,72","   2,16",non,07809,3.72,2.16
CUQ,Henri,M.,UMP,Union pour un Mouvement Populaire,26664,"  52,86","  30,80",oui,07809,52.86,30.8
RAUBER,Henriette,Mme,EXD,Extrême droite,408,"   0,81","   0,47",non,07809,0.81,0.47
FRANCESCONI,Dominique,Mme,SOC,Socialiste,9264,"  18,37","  10,70",non,07809,18.37,10.7
DYEVRE,Hélène,Mme,DIV,Divers,423,"   0,84","   0,48",non,07809,0.84,0.48
de VAUREIX,Gérard,M.,MPF,Mouvement pour la France,733,"   1,45","   0,84",non,07809,1.45,0.84
TREHEL,Joseph,M.,COM,Communiste,1380,"   2,74","   1,59",non,07809,2.74,1.59
PETITPAIN,Martine,Mme,EXG,Extrême gauche,1346,"   2,67","   1,55",non,07809,2.67,1.55
LEGUIDE,David,M.,DIV,Divers,0,"   0,00","   0,00",non,07809,0.0,0.0
LE SAUX,Monique,Mme,UDFD,UDF-Mouvement Démocrate,3828,"   7,59","   4,42",non,07809,7.59,4.42
BRISSIAUD,Jean-Jacques,M.,DVD,Divers droite,717,"   1,42","   0,82",non,07809,1.42,0.82
FISCHER,Didier,M.,SOC,Socialiste,13777,"  21,46","  13,61",Bal.,07810,21.46,13.61
JEANNOT,Valérie,Mme,COM,Communiste,1248,"   1,94","   1,23",non,07810,1.94,1.23
POURSINOFF,Anny,Mme,VEC,Les Verts,2434,"   3,79","   2,40",non,07810,3.79,2.4
GOBILLON,Michel,M.,DIV,Divers,366,"   0,57","   0,36",non,07810,0.57,0.36
LE GUERINEL,Pierre,M.,UDFD,UDF-Mouvement Démocrate,7347,"  11,44","   7,25",non,07810,11.44,7.25
GADE,Marie-Thérèse,Mme,EXD,Extrême droite,263,"   0,41","   0,25",non,07810,0.41,0.25
DUPREY,Christiane,Mme,EXG,Extrême gauche,423,"   0,66","   0,41",non,07810,0.66,0.41
DUGAST,Joseph,M.,DIV,Divers,510,"   0,79","   0,50",non,07810,0.79,0.5
CHEVRIER,Philippe,M.,FN,Front national,2287,"   3,56","   2,25",non,07810,3.56,2.25
BEDNAR-DUCHE,Josette,Mme,ECO,Ecologiste,742,"   1,16","   0,73",non,07810,1.16,0.73
MALGHEM,Jocelyne,Mme,MPF,Mouvement pour la France,806,"   1,26","   0,79",non,07810,1.26,0.79
BOUTIN,Christine,Mme,UMP,Union pour un Mouvement Populaire,31614,"  49,23","  31,23",Bal.,07810,49.23,31.23
PAGOT,Yves,M.,ECO,Ecologiste,914,"   1,42","   0,90",non,07810,1.42,0.9
ATLAN,Danielle,Mme,EXG,Extrême gauche,1482,"   2,31","   1,46",non,07810,2.31,1.46
JABBIE,Mariama,Mme,DVD,Divers droite,0,"   0,00","   0,00",non,07810,0.0,0.0
FOURGOUS,Jean-Michel,M.,UMP,Union pour un Mouvement Populaire,14588,"  44,01","  25,14",Bal.,07811,44.01,25.14
DUBOST,Henri,M.,FN,Front national,1158,"   3,49","   1,99",non,07811,3.49,1.99
LE GAL,Joseph,M.,EXG,Extrême gauche,325,"   0,98","   0,56",non,07811,0.98,0.56
EGASSE,Christine,Mme,EXG,Extrême gauche,237,"   0,72","   0,40",non,07811,0.72,0.4
YALAOUI,Djamal,M.,DIV,Divers,851,"   2,57","   1,46",non,07811,2.57,1.46
MICHAUD ,Stéphane,M.,DIV,Divers,197,"   0,59","   0,33",non,07811,0.59,0.33
KOHLER,Hubert,M.,EXD,Extrême droite,184,"   0,56","   0,31",non,07811,0.56,0.31
MISEREY,Luc,M.,COM,Communiste,1304,"   3,93","   2,24",non,07811,3.93,2.24
GIUDICELLI,Antoine,M.,ECO,Ecologiste,427,"   1,29","   0,73",non,07811,1.29,0.73
MALINOSKY,Didier,M.,EXG,Extrême gauche,721,"   2,18","   1,24",non,07811,2.18,1.24
KERAMANE,Nabila,Mme,VEC,Les Verts,649,"   1,96","   1,11",non,07811,1.96,1.11
DUQUENNOY,Evelyne,Mme,UDFD,UDF-Mouvement Démocrate,3205,"   9,67","   5,52",non,07811,9.67,5.52
OTOKORE,Safia,Mme,SOC,Socialiste,9028,"  27,24","  15,56",Bal.,07811,27.24,15.56
DEBBOUZE,Hamed,M.,DIV,Divers,271,"   0,82","   0,46",non,07811,0.82,0.46
DELPONT,Paulette,Mme,EXG,Extrême gauche,343,"   0,83","   0,47",non,07812,0.83,0.47
NEZONDE ,Caroline,Mme,DIV,Divers,360,"   0,87","   0,50",non,07812,0.87,0.5
GOUNELLE,Claude,Mme,EXG,Extrême gauche,272,"   0,66","   0,37",non,07812,0.66,0.37
MASDEU ARUS,Jacques,M.,UMP,Union pour un Mouvement Populaire,17362,"  41,91","  24,24",Bal.,07812,41.91,24.24
PUECH,Karine,Mme,FN,Front national,1580,"   3,81","   2,20",non,07812,3.81,2.2
NORBERT-COUADE,Emmanuel,M.,EXD,Extrême droite,213,"   0,51","   0,29",non,07812,0.51,0.29
DEBUS,Daniel,M.,DVD,Divers droite,304,"   0,73","   0,42",non,07812,0.73,0.42
BERTRAND,Richard,M.,UDFD,UDF-Mouvement Démocrate,5234,"  12,63","   7,30",non,07812,12.63,7.3
HUET,Bernard,M.,DVD,Divers droite,712,"   1,72","   0,99",non,07812,1.72,0.99
CHENAL,Lydia,Mme,EXG,Extrême gauche,1159,"   2,80","   1,61",non,07812,2.8,1.61
GABRY,Célia,Mme,ECO,Ecologiste,590,"   1,42","   0,82",non,07812,1.42,0.82
BEN SALAH,Hegera,Mme,COM,Communiste,833,"   2,01","   1,16",non,07812,2.01,1.16
KLEIBER ,Elisabeth,Mme,VEC,Les Verts,1429,"   3,45","   1,99",non,07812,3.45,1.99
LEGRAND,Maxime,M.,DIV,Divers,1,"   0,00","   0,00",non,07812,0.0,0.0
BETTO,Nadia,Mme,MPF,Mouvement pour la France,580,"   1,40","   0,81",non,07812,1.4,0.81
AIT,Eddie,M.,SOC,Socialiste,8933,"  21,56","  12,47",Bal.,07812,21.56,12.47
ANOUAR,Salah,M.,DIV,Divers,124,"   0,30","   0,17",non,07812,0.3,0.17
BIRON,Bernard,M.,MAJ,Majorité présidentielle,1400,"   3,38","   1,95",non,07812,3.38,1.95
CHAUMERON,Lucie,Mme,FN,Front national,742,"   1,93","   1,15",non,07901,1.93,1.15
BARRAUD,France,Mme,MPF,Mouvement pour la France,842,"   2,19","   1,30",non,07901,2.19,1.3
GAILLARD,Geneviève,Mme,SOC,Socialiste,18699,"  48,59","  29,06",Bal.,07901,48.59,29.06
LERUSTE,Isabelle,Mme,ECO,Ecologiste,464,"   1,21","   0,72",non,07901,1.21,0.72
MORIN,Serge,M.,VEC,Les Verts,1629,"   4,23","   2,53",non,07901,4.23,2.53
VALLEE,Maryse,Mme,EXG,Extrême gauche,301,"   0,78","   0,46",non,07901,0.78,0.46
VEYSSIERE,Marinette,Mme,EXG,Extrême gauche,244,"   0,63","   0,37",non,07901,0.63,0.37
KALUZNY,Marie-Claire,Mme,DIV,Divers,0,"   0,00","   0,00",non,07901,0.0,0.0
GIRAUD,Frédéric,M.,COM,Communiste,1243,"   3,23","   1,93",non,07901,3.23,1.93
ROUILLE,Frédéric,M.,UMP,Union pour un Mouvement Populaire,11656,"  30,29","  18,11",Bal.,07901,30.29,18.11
WAECHTER,Fabien,M.,UDFD,UDF-Mouvement Démocrate,2327,"   6,05","   3,61",non,07901,6.05,3.61
GOYAT,Alain-Marc,M.,DIV,Divers,336,"   0,87","   0,52",non,07901,0.87,0.52
TISSERAND,Iris,Mme,MPF,Mouvement pour la France,1454,"   3,13","   1,97",non,07902,3.13,1.97
CHARBONNEAU,Jean-Romée,M.,FN,Front national,1312,"   2,83","   1,78",non,07902,2.83,1.78
GRIFFAULT,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,16131,"  34,74","  21,91",Bal.,07902,34.74,21.91
GENDREAU-DONNEFORT,Simone,Mme,UDFD,UDF-Mouvement Démocrate,2947,"   6,35","   4,00",non,07902,6.35,4.0
POUPINOT,Nicole,Mme,EXG,Extrême gauche,481,"   1,04","   0,65",non,07902,1.04,0.65
ATHANASSOFF,Gilles,M.,DIV,Divers,430,"   0,93","   0,58",non,07902,0.93,0.58
SICOT,Gisèle,Mme,EXG,Extrême gauche,1441,"   3,10","   1,95",non,07902,3.1,1.95
VICQUELIN,Anne-Marie,Mme,DIV,Divers,8,"   0,02","   0,01",non,07902,0.02,0.01
PAILLAUD,Geneviève,Mme,VEC,Les Verts,1539,"   3,31","   2,09",non,07902,3.31,2.09
BATHO,Delphine,Mme,SOC,Socialiste,20690,"  44,56","  28,10",Bal.,07902,44.56,28.1
ALBERT,Sylvie,Mme,FN,Front national,815,"   2,05","   1,31",non,07903,2.05,1.31
FORT,Gaëtan,M.,SOC,Socialiste,10787,"  27,11","  17,46",non,07903,27.11,17.46
BUNOUST,Laurence,Mme,MPF,Mouvement pour la France,696,"   1,75","   1,12",non,07903,1.75,1.12
MORISSET,Jean-Marie,M.,UMP,Union pour un Mouvement Populaire,22143,"  55,66","  35,86",oui,07903,55.66,35.86
MICHENOT,Benoît,M.,DIV,Divers,852,"   2,14","   1,37",non,07903,2.14,1.37
CASSETTE,Danièle,Mme,EXG,Extrême gauche,427,"   1,07","   0,69",non,07903,1.07,0.69
CLAIRAND,Michel,M.,UDFD,UDF-Mouvement Démocrate,2025,"   5,09","   3,27",non,07903,5.09,3.27
CLOPEAU,Jean-François,M.,EXG,Extrême gauche,777,"   1,95","   1,25",non,07903,1.95,1.25
MATHIEU,Chantal,Mme,VEC,Les Verts,1263,"   3,17","   2,04",non,07903,3.17,2.04
MAURIN,Philippe,M.,FN,Front national,795,"   1,82","   1,13",non,07904,1.82,1.13
BRIDIER,Paul,M.,MPF,Mouvement pour la France,1300,"   2,98","   1,85",non,07904,2.98,1.85
GOGUY,Jacques,M.,DIV,Divers,28,"   0,06","   0,03",non,07904,0.06,0.03
ROUSSEAU,Catherine,Mme,ECO,Ecologiste,416,"   0,95","   0,59",non,07904,0.95,0.59
GAY,Jean-Pierre,M.,EXG,Extrême gauche,1027,"   2,35","   1,46",non,07904,2.35,1.46
POUCLET,Cyril,M.,VEC,Les Verts,1233,"   2,82","   1,75",non,07904,2.82,1.75
GRELLIER,Jean,M.,SOC,Socialiste,15280,"  34,98","  21,78",Bal.,07904,34.98,21.78
FALIGANT,Marie-José,Mme,EXG,Extrême gauche,614,"   1,41","   0,87",non,07904,1.41,0.87
BERNELAS,Alain,M.,CPNT,Chasse Pêche Nature Traditions,458,"   1,05","   0,65",non,07904,1.05,0.65
LE VOGUER,Aline,Mme,DIV,Divers,313,"   0,72","   0,44",non,07904,0.72,0.44
PAILLE,Dominique,M.,UMP,Union pour un Mouvement Populaire,19175,"  43,89","  27,33",Bal.,07904,43.89,27.33
BUREAU,Pierre,M.,UDFD,UDF-Mouvement Démocrate,3047,"   6,97","   4,34",non,07904,6.97,4.34
CELOS,Yann,M.,FN,Front national,1723,"   5,35","   2,86",non,08001,5.35,2.86
ANDASMAS,Farida,Mme,SOC,Socialiste,5060,"  15,72","   8,41",non,08001,15.72,8.41
DUPILLE,Yves,M.,EXD,Extrême droite,269,"   0,84","   0,44",non,08001,0.84,0.44
FACHON,Dominique,Mme,DVD,Divers droite,919,"   2,85","   1,52",non,08001,2.85,1.52
DOLLE,Francis,M.,EXG,Extrême gauche,672,"   2,09","   1,11",non,08001,2.09,1.11
RICOCHON ,Nadia,Mme,EXG,Extrême gauche,106,"   0,33","   0,17",non,08001,0.33,0.17
RENAUX,Jean-Claude,M.,COM,Communiste,3737,"  11,61","   6,21",non,08001,11.61,6.21
KASSUBA,Alfreda,Mme,ECO,Ecologiste,365,"   1,13","   0,60",non,08001,1.13,0.6
PALENI,Bruno,M.,EXG,Extrême gauche,304,"   0,94","   0,50",non,08001,0.94,0.5
REZIGA,Mohamed,M.,DIV,Divers,254,"   0,79","   0,42",non,08001,0.79,0.42
PORNET,Guy,M.,EXG,Extrême gauche,167,"   0,52","   0,27",non,08001,0.52,0.27
TOUTAIN,Joëlle,Mme,CPNT,Chasse Pêche Nature Traditions,752,"   2,34","   1,25",non,08001,2.34,1.25
GREMETZ,Maxime,M.,DVG,Divers gauche,6782,"  21,06","  11,27",Bal.,08001,21.06,11.27
LEPRESLE,Marion,Mme,VEC,Les Verts,597,"   1,85","   0,99",non,08001,1.85,0.99
BOURGOIS,Jean-Yves,M.,MAJ,Majorité présidentielle,8317,"  25,83","  13,82",Bal.,08001,25.83,13.82
ROCQUE,Hubert,M.,DVD,Divers droite,194,"   0,60","   0,32",non,08001,0.6,0.32
MIRA,Olivier,M.,UDFD,UDF-Mouvement Démocrate,1980,"   6,15","   3,29",non,08001,6.15,3.29
CHÂTELAIN,Catherine,Mme,FN,Front national,1833,"   4,98","   2,84",non,08002,4.98,2.84
LE SCOUËZEC,Patrick,M.,DVG,Divers gauche,978,"   2,66","   1,51",non,08002,2.66,1.51
DOUET,Bernard,M.,MPF,Mouvement pour la France,492,"   1,34","   0,76",non,08002,1.34,0.76
DELANNOY,Serge,M.,EXD,Extrême droite,189,"   0,51","   0,29",non,08002,0.51,0.29
LEFEBVRE,Nathalie,Mme,CPNT,Chasse Pêche Nature Traditions,491,"   1,33","   0,76",non,08002,1.33,0.76
GOFFINON,Jacques,M.,DVG,Divers gauche,306,"   0,83","   0,47",non,08002,0.83,0.47
DEBEAUVAIS,Fabienne,Mme,COM,Communiste,559,"   1,52","   0,86",non,08002,1.52,0.86
THUILLIEZ,Sarah,Mme,SOC,Socialiste,9646,"  26,21","  14,95",Bal.,08002,26.21,14.95
PORQUIER,Christophe,M.,VEC,Les Verts,1610,"   4,37","   2,49",non,08002,4.37,2.49
KRYSZTOFORSKI,Edouard,M.,EXG,Extrême gauche,886,"   2,41","   1,37",non,08002,2.41,1.37
SCAGLIA,Dominique,M.,EXG,Extrême gauche,434,"   1,18","   0,67",non,08002,1.18,0.67
ABDELLATIF,Moussa,M.,DIV,Divers,432,"   1,17","   0,66",non,08002,1.17,0.66
JARDE,Olivier,M.,MAJ,Majorité présidentielle,16828,"  45,72","  26,08",Bal.,08002,45.72,26.08
CHEVANCE,André,M.,UDFD,UDF-Mouvement Démocrate,2083,"   5,66","   3,22",non,08002,5.66,3.22
RICHER,François,M.,DIV,Divers,40,"   0,11","   0,06",non,08002,0.11,0.06
JOLY,Chantal,Mme,FN,Front national,2149,"   4,65","   3,13",non,08003,4.65,3.13
PEILLON,Vincent,M.,SOC,Socialiste,13665,"  29,56","  19,94",Bal.,08003,29.56,19.94
GIRET,Geneviève,Mme,MPF,Mouvement pour la France,330,"   0,71","   0,48",non,08003,0.71,0.48
THUILLIEZ,Claude,M.,UDFD,UDF-Mouvement Démocrate,1109,"   2,40","   1,61",non,08003,2.4,1.61
HUIART,Nathalie,Mme,CPNT,Chasse Pêche Nature Traditions,3192,"   6,91","   4,65",non,08003,6.91,4.65
MICHAUD,Marie-Paule,Mme,EXD,Extrême droite,230,"   0,50","   0,33",non,08003,0.5,0.33
BIGNON,Jérôme,M.,UMP,Union pour un Mouvement Populaire,18789,"  40,65","  27,42",Bal.,08003,40.65,27.42
PECQUERY,Jacques,M.,DVG,Divers gauche,4539,"   9,82","   6,62",non,08003,9.82,6.62
DEREC,Caroline,Mme,EXG,Extrême gauche,536,"   1,16","   0,78",non,08003,1.16,0.78
THEROUIN,Emilie,Mme,VEC,Les Verts,621,"   1,34","   0,90",non,08003,1.34,0.9
VILTART,Véronique,Mme,DIV,Divers,203,"   0,44","   0,29",non,08003,0.44,0.29
AMESTOY,Sylvie,Mme,EXG,Extrême gauche,864,"   1,87","   1,26",non,08003,1.87,1.26
BRISSY,Pierre,M.,RDG,Radical de gauche,452,"   1,00","   0,61",non,08004,1.0,0.61
MERIGUET,Alexandra,Mme,FN,Front national,2618,"   5,80","   3,58",non,08004,5.8,3.58
MATHON,Gilbert,M.,SOC,Socialiste,11790,"  26,11","  16,12",Bal.,08004,26.11,16.12
HART,Joël,M.,UMP,Union pour un Mouvement Populaire,17237,"  38,18","  23,57",Bal.,08004,38.18,23.57
PALACIO,Paul,M.,EXG,Extrême gauche,443,"   0,98","   0,60",non,08004,0.98,0.6
HAMMEL,Francis,M.,DVG,Divers gauche,1709,"   3,79","   2,33",non,08004,3.79,2.33
VAN ELSLANDE,Laurent,M.,EXG,Extrême gauche,1245,"   2,76","   1,70",non,08004,2.76,1.7
HEMBERT,Alex,M.,EXG,Extrême gauche,323,"   0,72","   0,44",non,08004,0.72,0.44
DEMAY,Grégoire,M.,EXD,Extrême droite,189,"   0,42","   0,25",non,08004,0.42,0.25
MONFLIER,Jean-Claude,M.,COM,Communiste,531,"   1,18","   0,72",non,08004,1.18,0.72
BLONDIN,Renaud,M.,CPNT,Chasse Pêche Nature Traditions,3648,"   8,08","   4,98",non,08004,8.08,4.98
MARDYLA,Anne-Marie,Mme,MPF,Mouvement pour la France,553,"   1,22","   0,75",non,08004,1.22,0.75
GREAU,Jean-Louis,M.,DIV,Divers,191,"   0,42","   0,26",non,08004,0.42,0.26
MONCOMBLE,Frank,M.,VEC,Les Verts,666,"   1,48","   0,91",non,08004,1.48,0.91
SELLIER,Patrick,M.,DVG,Divers gauche,1069,"   2,37","   1,46",non,08004,2.37,1.46
VASSEUR,François,M.,UDFD,UDF-Mouvement Démocrate,2487,"   5,51","   3,40",non,08004,5.51,3.4
JARDIN,Jean-Philippe,M.,FN,Front national,2398,"   5,77","   3,62",non,08005,5.77,3.62
RENARD,Jean-Louis,M.,MPF,Mouvement pour la France,508,"   1,22","   0,76",non,08005,1.22,0.76
LEFEBVRE,Dominique,Mme,CPNT,Chasse Pêche Nature Traditions,1040,"   2,50","   1,57",non,08005,2.5,1.57
DOLLE,Danièle,Mme,EXG,Extrême gauche,816,"   1,96","   1,23",non,08005,1.96,1.23
